,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1896,Jardim Botânico,-22.96451150445178,-43.22426135303166,"Sud, o pássaro verde Café",-22.965667,-43.22037,Brazilian Restaurant
1897,Jardim Botânico,-22.96451150445178,-43.22426135303166,Do Horto Bar e Restaurante,-22.965396479957427,-43.226518756124094,Bar
1903,Jardim Botânico,-22.96451150445178,-43.22426135303166,Bingo Bar e Restaurante,-22.96501240809567,-43.21954483074653,Bar
1904,Jardim Botânico,-22.96451150445178,-43.22426135303166,Globar,-22.96474307461511,-43.222602976599276,Bar
1906,Jardim Botânico,-22.96451150445178,-43.22426135303166,Panificação Século XX,-22.965279081795426,-43.22244075553899,Bakery
1913,Vargem Pequena,-22.982478568906302,-43.45854950763232,Grillo Grill & Bar,-22.981793970276122,-43.46283376947309,Bar
1914,Vargem Pequena,-22.982478568906302,-43.45854950763232,Pizzaria e Restaurante Bosque de Vargem Pequena,-22.982514880743874,-43.4632014802977,Brazilian Restaurant
1916,Vargem Pequena,-22.982478568906302,-43.45854950763232,Bob's,-22.985930000302478,-43.45876885589283,Fast Food Restaurant
1921,Vargem Pequena,-22.982478568906302,-43.45854950763232,Patuscada D'além-mar,-22.982046130323983,-43.46306704355845,Seafood Restaurant
1931,Itanhangá,-22.985884572537657,-43.31007866394877,Mr. Sushi,-22.987564088570227,-43.30913482450628,Japanese Restaurant
1932,Itanhangá,-22.985884572537657,-43.31007866394877,Tenki Sushi,-22.988329760878138,-43.30909595335623,Japanese Restaurant
1933,Itanhangá,-22.985884572537657,-43.31007866394877,Pizza Legal,-22.987135206702188,-43.307643633445814,Pizza Place
1936,Itanhangá,-22.985884572537657,-43.31007866394877,Pizzaria Boa Fortuna,-22.98744398798338,-43.30688635642237,Pizza Place
1937,Itanhangá,-22.985884572537657,-43.31007866394877,Namoral Sushi Bar,-22.987147265923266,-43.30765434144089,Sushi Restaurant
1942,Itanhangá,-22.985884572537657,-43.31007866394877,Padaria Renascer,-22.98788262774582,-43.308723718413994,Bakery
1945,Itanhangá,-22.985884572537657,-43.31007866394877,Bar Encontro dos Amigos,-22.98833777148077,-43.309091707849554,Brazilian Restaurant
1948,Itanhangá,-22.985884572537657,-43.31007866394877,Serve e Mar Bar e Restaurante,-22.989345162290416,-43.3083581739548,Brazilian Restaurant
1949,Itanhangá,-22.985884572537657,-43.31007866394877,Padaria Sonho Do Nordeste,-22.986725,-43.30575,Bakery
1955,Gávea,-22.979819175756827,-43.238827783095076,Confeitaria Lorena,-22.98217377378944,-43.238085712179576,Bakery
1956,Gávea,-22.979819175756827,-43.238827783095076,Couve Flor,-22.9802801444792,-43.233996260986274,Brazilian Restaurant
1960,Gávea,-22.979819175756827,-43.238827783095076,Villar Sushi,-22.980459211899852,-43.24161432688092,Japanese Restaurant
1966,Barra da Tijuca,-22.998700413817158,-43.37288456646093,Cervantes,-23.000730450447612,-43.370983071623,Brazilian Restaurant
1967,Barra da Tijuca,-22.998700413817158,-43.37288456646093,Bella Fornatta,-23.000835258590836,-43.37097138734732,Pizza Place
1975,Leblon,-22.983798642503015,-43.22534136126718,Talho Capixaba,-22.984887913913745,-43.22565017048056,Bakery
1976,Leblon,-22.983798642503015,-43.22534136126718,Nola,-22.98410071114729,-43.2272845798679,Brazilian Restaurant
1977,Leblon,-22.983798642503015,-43.22534136126718,Pizzaria Zona Sul,-22.983461667150372,-43.22658972106904,Pizza Place
1978,Leblon,-22.983798642503015,-43.22534136126718,Boteco Belmonte,-22.98259355329296,-43.225713413561195,Dive Bar
1983,Leblon,-22.983798642503015,-43.22534136126718,Pappa Jack,-22.98504489197553,-43.22588976758466,Pizza Place
1985,Leblon,-22.983798642503015,-43.22534136126718,Manekineko,-22.983097934209013,-43.226214754101626,Japanese Restaurant
1987,Leblon,-22.983798642503015,-43.22534136126718,Quadrucci,-22.984250348268013,-43.227382150773956,Italian Restaurant
1988,Leblon,-22.983798642503015,-43.22534136126718,Jobi,-22.985459154194412,-43.226842302669134,Bar
1990,Leblon,-22.983798642503015,-43.22534136126718,Nam Thai,-22.985652836739767,-43.226430411072705,Thai Restaurant
1994,Leblon,-22.983798642503015,-43.22534136126718,Sushi Leblon,-22.98402838246468,-43.22724587805428,Sushi Restaurant
2000,Leblon,-22.983798642503015,-43.22534136126718,Cantinho do Leblon,-22.982611362488452,-43.22561641224044,Brazilian Restaurant
2002,Leblon,-22.983798642503015,-43.22534136126718,Prima Bruschetteria,-22.98557074319026,-43.22646703518286,Italian Restaurant
2003,Leblon,-22.983798642503015,-43.22534136126718,Fratelli,-22.98613157756448,-43.22542079151925,Italian Restaurant
2008,Pedra de Guaratiba,-22.99816589154409,-43.63772881822234,Danado's Pizzaria,-23.00185291114213,-43.640214282113746,Pizza Place
2010,Pedra de Guaratiba,-22.99816589154409,-43.63772881822234,Pizzaria Esquina do Sabor,-23.002069031602613,-43.636151365954845,Pizza Place
2013,Recreio dos Bandeirantes,-23.01509570461793,-43.480827987094784,Cevadas S.A. Bar,-23.017493734113174,-43.47724121788639,Sports Bar
2017,Recreio dos Bandeirantes,-23.01509570461793,-43.480827987094784,Padaria Vaspão,-23.017776793750766,-43.477034766505724,Bakery
2019,Recreio dos Bandeirantes,-23.01509570461793,-43.480827987094784,McDonald's,-23.018041,-43.478673,Fast Food Restaurant
2021,Recreio dos Bandeirantes,-23.01509570461793,-43.480827987094784,Pastel do Zico,-23.013158999999998,-43.477039000000005,Falafel Restaurant
2023,Vidigal,-22.99474224028973,-43.23996320515109,Bar 180° Alto Vidigal,-22.99585250240458,-43.24216921482834,Bar
2025,Vidigal,-22.99474224028973,-43.23996320515109,Mirante do Arvrão,-22.99569171497185,-43.242452952296276,Bar
2026,Vidigal,-22.99474224028973,-43.23996320515109,Bar da Laje,-22.995787713881914,-43.24221092894115,Bar
2028,Vidigal,-22.99474224028973,-43.23996320515109,Restaurante Dois Irmãos do Vidigal,-22.993292,-43.238527000000005,Restaurant
2031,Vidigal,-22.99474224028973,-43.23996320515109,Fênix Sushi Bar - Vidigal,-22.99403469169043,-43.23515097508971,Sushi Restaurant
2032,Vidigal,-22.99474224028973,-43.23996320515109,Bar Lacubaco,-22.99445901157276,-43.237290721402005,Brazilian Restaurant
2035,Vidigal,-22.99474224028973,-43.23996320515109,Las Empanadas,-22.994439,-43.23554,Empanada Restaurant
2038,Vidigal,-22.99474224028973,-43.23996320515109,MB Grill,-22.99436378479004,-43.235130310058594,Burger Joint
2044,Caju,-22.879192769344648,-43.221438360327326,Cabaré da Elza,-22.87932048206148,-43.22380957033575,Gay Bar
2048,Caju,-22.879192769344648,-43.221438360327326,Zumbido Do Asfalto,-22.880342000000002,-43.224990000000005,Bar
2049,Deodoro,-22.85133661334013,-43.386389993461826,Refeitório SEST/SENAT,-22.852488226181286,-43.385190967636184,Comfort Food Restaurant
2052,Deodoro,-22.85133661334013,-43.386389993461826,Brenda Lanches,-22.85391850702475,-43.39032682655738,Burger Joint
